name,municipality,iata_code,type
Udorn Air Base,Ban Mak Khaen,BAO,small_airport
Phetchabun Airport,,PHY,medium_airport
Hua Hin Airport,Hua Hin,HHQ,medium_airport
Takhli Airport,,TKH,medium_airport
Mae Sot Airport,,MAQ,medium_airport
Sukhothai Airport,,THS,medium_airport
Phitsanulok Airport,Phitsanulok,PHS,medium_airport
Tak Airport,,TKT,medium_airport
Uttaradit Airport,Uttaradit,UTR,small_airport
Surat Thani Airport,Surat Thani,URT,medium_airport
Narathiwat Airport,,NAW,medium_airport
Chumphon Airport,Chumphon,CJM,medium_airport
Nakhon Si Thammarat Airport,Nakhon Si Thammarat,NST,medium_airport
Krabi Airport,Krabi,KBV,medium_airport
Songkhla Airport,,SGZ,medium_airport
Pattani Airport,,PAN,medium_airport
Samui Airport,Na Thon (Ko Samui Island),USM,medium_airport
Phuket International Airport,Phuket,HKT,large_airport
Ranong Airport,Ranong,UNN,medium_airport
Hat Yai International Airport,Hat Yai,HDY,medium_airport
Trang Airport,Trang,TST,medium_airport
Udon Thani Airport,Udon Thani,UTH,medium_airport
Sakon Nakhon Airport,,SNO,medium_airport
Surin Airport,Surin,PXR,medium_airport
Khon Kaen Airport,Khon Kaen,KKC,medium_airport
Loei Airport,,LOE,medium_airport
Buri Ram Airport,Buriram,BFV,medium_airport
Nakhon Ratchasima Airport,Chaloem Phra Kiat,NAK,medium_airport
Ubon Ratchathani Airport,Ubon Ratchathani,UBP,medium_airport
Roi Et Airport,Roi Et,ROI,medium_airport
Nakhon Phanom Airport,Nakhon Phanom,KOP,medium_airport
Mvuu Camp Airport,Liwonde National Park,VUU,small_airport
Buon Ma Thuot Airport,Buon Ma Thuot,BMV,medium_airport
Chu Lai Airport,Tam Nghĩa,VCL,small_airport
Cat Bi International Airport,Haiphong (Hai An),HPH,medium_airport
Cà Mau Airport,Ca Mau City,CAH,medium_airport
Cam Ranh International Airport / Cam Ranh Air Base,Cam Ranh,CXR,medium_airport
Con Dao Airport,Con Dao,VCS,medium_airport
Can Tho International Airport,Can Tho,VCA,medium_airport
Dien Bien Phu Airport,Dien Bien Phu,DIN,medium_airport
Lien Khuong Airport,Da Lat,DLI,medium_airport
Da Nang International Airport,Da Nang,DAD,medium_airport
Las Malvinas/Echarate Airport,Las Malvinas,VVN,small_airport
Noi Bai International Airport,Hanoi (Soc Son),HAN,large_airport
Na San Airport,Mai Son,SQH,small_airport
Phu Bai International Airport,Huế,HUI,medium_airport
Phu Cat Airport,Quy Nohn,UIH,medium_airport
Pleiku Airport,Pleiku,PXU,medium_airport
Phu Quoc International Airport,Phu Quoc Island,PQC,medium_airport
Phan Rang Airport,Phan Rang,PHA,small_airport
Rach Gia Airport,Rach Gia,VKG,medium_airport
Dong Tac Airport,Tuy Hoa,TBB,medium_airport
Tan Son Nhat International Airport,Ho Chi Minh City,SGN,large_airport
Tho Xuan Airport,Thanh Hóa,THD,small_airport
Van Don International Airport,Van Don,VDO,medium_airport
Vinh Airport,Vinh,VII,medium_airport
Vung Tau Airport,Vũng Tàu,VTG,small_airport
Ann Airport,Aeng,VBA,small_airport
Bagan Airport,Nyaung U,NYU,small_airport
Banmaw Airport,Banmaw,BMO,small_airport
Bokpyinn Airport,Bokpyinn,VBP,small_airport
Chanmyathazi Airport,Mandalay,VBC,small_airport
Dawei Airport,Dawei,TVY,medium_airport
Nay Pyi Taw International Airport,Pyinmana,NYT,medium_airport
Surbung Airport,Falam,SRU,small_airport
Gangaw Airport,Gangaw,GAW,small_airport
Gwa Airport,Gwa,GWA,small_airport
Hommalinn Airport,Hommalinn,HOX,small_airport
Tilin Airport,Tilin,TIO,small_airport
Kengtung Airport,Kengtung,KET,medium_airport
Kanti Airport,Kanti,KHM,small_airport
Kalay Airport,Kalemyo,KMV,small_airport
Kyaukpyu Airport,Kyaukpyu,KYP,medium_airport
Kawthoung Airport,Kawthoung,KAW,medium_airport
Kyauktu Airport,Kyauktu,KYT,small_airport
Loikaw Airport,Loikaw,LIW,medium_airport
Lashio Airport,Lashio,LSH,medium_airport
Mandalay International Airport,Mandalay,MDL,large_airport
Myeik Airport,Mkeik,MGZ,medium_airport
Myitkyina Airport,Myitkyina,MYT,medium_airport
Mawlamyine Airport,Mawlamyine,MNU,small_airport
Manaung Airport,Manaung,MGU,small_airport
Momeik Airport,,MOE,medium_airport
Mong Hsat Airport,Mong Hsat,MOG,medium_airport
Mong Tong Airport,Mong Tong,MGK,small_airport
Magway Airport,Magway,MWQ,small_airport
Monywar Airport,Monywar,NYW,small_airport
Namsang Airport,Namsang,NMS,medium_airport
Namtu Airport,Namtu,NMT,small_airport
Hpa-N Airport,Hpa-N,PAA,small_airport
Pauk Airport,Pauk,PAU,small_airport
Pathein Airport,Pathein,BSX,small_airport
Hpapun Airport,Pa Pun,PPU,small_airport
Putao Airport,Putao,PBU,medium_airport
Pakhokku Airport,Pakhokku,PKK,small_airport
Pyay Airport,Pye,PRU,small_airport
Sittwe Airport,Sittwe,AKY,medium_airport
Thandwe Airport,Thandwe,SNW,medium_airport
Tachileik Airport,Tachileik,THL,medium_airport
Ye Airport,Ye,XYE,small_airport
Yangon International Airport,Yangon,RGN,large_airport
Friday Harbor Seaplane Base,Friday Harbor,FBS,seaplane_base
Rosario Seaplane Base,Rosario,RSJ,seaplane_base
Kenmore Air Harbor Seaplane Base,Seattle,LKE,seaplane_base
Roche Harbor Airport,Roche Harbor,RCE,small_airport
Maranggo Airport,Waha-Tomea Island,TQQ,small_airport
Westsound/WSX Seaplane Base,West Sound,WSX,seaplane_base
Hasanuddin International Airport,Ujung Pandang,UPG,large_airport
Frans Kaisiepo Airport,Biak,BIK,medium_airport
Moanamani Airport,Moanamani,ONI,small_airport
Kornasoren Airport,Kornasoren,FOO,small_airport
Deiyai / Waghete Baru Airport,Wagethe,WET,small_airport
Ilaga Airport,Ilaga,ILA,small_airport
Kokonao Airport,Kokonao,KOX,small_airport
Mozes Kilangin Airport,Timika,TIM,medium_airport
Enarotali Airport,Enarotali,EWI,small_airport
Andriamena Airport,Andriamena,WAD,small_airport
Selaparang Airport,Mataram,AMI,small_airport
Sultan Muhammad Salahuddin Airport,Bima,BMU,small_airport
Ngurah Rai (Bali) International Airport,Denpasar,DPS,large_airport
Lombok International Airport,Mataram,LOP,medium_airport
Sumbawa Besar Airport,Sumbawa Island,SWQ,small_airport
Tambolaka Airport,Radamata,TMC,small_airport
Umbu Mehang Kunda Airport,Waingapu-Sumba Island,WGP,small_airport
Pitu Airport,Gotalalamo-Morotai Island,OTI,medium_airport
Toraja Airport,Toraja,TRT,medium_airport
Bua - Palopo Lagaligo Airport,Palopo,LLO,small_airport
Mutiara - SIS Al-Jufrie Airport,Palu,PLW,medium_airport
Tampa Padang Airport,Mamuju,MJU,small_airport
Andi Jemma Airport,Masamba,MXB,small_airport
Kasiguncu Airport,Poso-Celebes Island,PSJ,medium_airport
Tanjung Api Airport,Tojo Una-Una,OJU,small_airport
Syukuran Aminuddin Amir Airport,Luwok,LUW,medium_airport
Haji Muhammad Sidik Airport,Muara Teweh,HMS,small_airport
Seruyan Kuala Pembuang Airport,Seruyan,KLP,small_airport
Tjilik Riwut Airport,Palangkaraya,PKY,medium_airport
Yogyakarta International Airport,Yogyakarta,YIA,medium_airport
Tunggul Wulung Airport,Cilacap,CXP,medium_airport
Dewadaru Airport,Karimunjawa,KWB,small_airport
Bokondini Airport,Bokondini,BUI,small_airport
Mararena Sarmi Airport,Sarmi,ZRM,small_airport
Dortheys Hiyo Eluay International Airport,Sentani,DJJ,large_airport
Lereh Airport,Lereh-Papua Island,LHI,small_airport
Mulia Airport,Mulia-Papua Island,LII,small_airport
Oksibil Airport,Oksibil,OKL,medium_airport
Senggeh Airport,Senggeh,SEH,small_airport
Mindiptana Airport,Mindiptana-Papua Island,MDP,small_airport
Bade Airport,Bade,BXD,small_airport
Mopah International Airport,Merauke,MKQ,medium_airport
Okaba Airport,Okaba,OKQ,small_airport
Kepi Airport,Kepi,KEI,small_airport
Tanah Merah Airport,Tanah Merah,TMH,medium_airport
Melalan Airport,Melak-Borneo Island,GHS,small_airport
Tanjung Harapan Airport,Tanjung Selor-Borneo Island,TJS,small_airport
Datadawai Airport,Datadawai-Borneo Island,DTD,small_airport
Kalimarau Airport,Tanjung Redeb - Borneo Island,BEJ,medium_airport
Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Balikpapan,BPN,large_airport
Juwata International Airport / Suharnoko Harbani AFB,Tarakan,TRK,medium_airport
Aji Pangeran Tumenggung Pranoto International Airport,Samarinda,AAP,medium_airport
Tanjung Santan Airport,Santan-Borneo Island,TSX,small_airport
Bunyu Airport,Bunju Island,BYQ,small_airport
Gamarmalamo Airport,Galela-Celebes Island,GLX,small_airport
Kota Mobagu/Mopait Airport,Kota Mobagu,BJG,small_airport
Buli Airport,Pekaulang,PGQ,small_airport
Jalaluddin Airport,Gorontalo-Celebes Island,GTO,small_airport
Naha Airport,Tahuna-Sangihe Island,NAH,medium_airport
Sultan Bantilan Airport,Toli Toli-Celebes Island,TLI,small_airport
Gebe Airport,Gebe Island,GEB,small_airport
Kuabang Airport,Kao-Celebes Island,KAZ,small_airport
Sam Ratulangi Airport,Manado,MDC,medium_airport
Melangguane Airport,Karakelong Island,MNA,small_airport
Siau/Sitaro Airport,Balirangen,BRG,small_airport
Indonesia Morowali Industrial Park (IMIP) Airport,Morowali,MWS,small_airport
Sultan Babullah Airport,Sango,TTE,medium_airport
Buol - Pogogul Airport,Buol-Celebes Island,UOL,small_airport
Waverney Airport,Waverney,WAN,small_airport
Batu Licin Airport,Batu Licin,BTW,small_airport
Iskandar Airport,Pangkalanbun,PKN,small_airport
Gusti Syamsir Alam Airport,Stagen,KBU,small_airport
Warukin Airport,Tanta-Tabalong,TJG,medium_airport
Syamsudin Noor International Airport,Landasan Ulin,BDJ,medium_airport
Sampit (Hasan) Airport,Sampit,SMQ,small_airport
Amahai Airport,Amahai,AHI,small_airport
Bandanaira Airport,Bandanaira,NDA,small_airport
Rar Gwamar Airport,Dobo-Warmar Island,DOB,small_airport
"Mangole Airport, Falabisahaya",Mangole Island,MAL,small_airport
Karel Sadsuitubun Airport,Langgur,LUV,medium_airport
Namrole Airport,Namrole,NRE,small_airport
Oesman Sadik Airport,Labuha-Halmahera Island,LAH,small_airport
Benjina Airport,Maikoor Island,BJK,small_airport
Emalamo Sanana Airport,Sanana,SQN,small_airport
Pattimura International Airport,Ambon,AMQ,medium_airport
Taliabu Island Airport,Tikong-Taliabu Island,TAX,small_airport
Wahai Airport,Wahai,WBA,small_airport
Berau/Maratua Airport,,RTU,small_airport
Robert Atty Bessing,Malinau,LNU,small_airport
Abdul Rachman Saleh Airport,Malang,MLG,medium_airport
Ngloram Airport,Tjepu-Java Island,CPF,small_airport
Adisutjipto International Airport,Yogyakarta,JOG,medium_airport
Adisumarmo International Airport,Surakarta,SOC,medium_airport
Juanda International Airport,Surabaya,SUB,large_airport
Achmad Yani Airport,Semarang,SRG,medium_airport
Trunojoyo Airport,Sumenep-Madura Island,SUP,small_airport
Stenkol Airport,Bintuni,NTI,small_airport
Abresso Airport,Ransiki-Papua Island,RSK,small_airport
Kebar Airport,Kebar,KEQ,small_airport
Fakfak Airport,Fakfak,FKQ,medium_airport
Inanwatan Airport,Inanwatan,INX,small_airport
Kaimana Airport,Kaimana,KNG,medium_airport
Merdey Airport,Merdei-Papua Island,RDE,small_airport
Marinda Airport,Waisai,RJM,small_airport
Babo Airport,Babo,BXB,medium_airport
Rendani Airport,Manokwari,MKW,medium_airport
Teminabuan Airport,Atinjoe,TXM,small_airport
Wasior Airport,Wasior-Papua Island,WSR,small_airport
Bajawa Soa Airport,Soa,BJW,small_airport
Frans Xavier Seda Airport,Waioti,MOF,small_airport
H. Hasan Aroeboesman (Ende) Airport,Ende,ENE,small_airport
Frans Sales Lega Airport,Satar Tacik,RTG,small_airport
Alor Island - Mali Airport,Kabola,ARD,small_airport
Komodo Airport,Labuan Bajo,LBJ,small_airport
David Constantijn Saudale Airport,Ba'a - Rote Island,RTI,small_airport
Sabu-Tardanu Airport,Sabu-Sawu Island,SAU,small_airport
El Tari Airport,Kupang,KOE,small_airport
Wamena Airport,Wamena,WMX,medium_airport
Betoambari Airport,Bau Bau,BUW,small_airport
Matahora Airport,Wangi-wangi Island,WNI,medium_airport
Selayar - Haji Aroeppala Airport,Benteng,KSR,small_airport
Arung Palakka Airport,Bone,APD,small_airport
Soroako Airport,Soroako,SQR,small_airport
Pongtiku Airport,Makale,TTR,small_airport
Haluoleo Airport,Kendari,KDI,small_airport
Domine Eduard Osok Airport,Sorong,SOQ,medium_airport
Stebbins Airport,Stebbins,WBB,small_airport
Wapolu Airport,Wapolu,WBC,small_airport
Bintulu Airport,Bintulu,BTU,medium_airport
Belaga Airport,Belaga,BLG,small_airport
Long Semado Airport,Long Semado,LSM,small_airport
Long Lellang Airport,Long Datih,LGL,small_airport
Kuching International Airport,Kuching,KCH,medium_airport
Long Seridan Airport,Long Seridan,ODN,small_airport
Limbang Airport,Limbang,LMN,medium_airport
Mukah Airport,Mukah,MKM,medium_airport
Long Akah Airport,Long Akah,LKH,small_airport
Marudi Airport,Marudi,MUR,medium_airport
Sematan Airport,Sematan,BSE,small_airport
Kapit Airport,Kapit,KPI,small_airport
Bakalalan Airport,Bakalalan,BKM,small_airport
Miri Airport,Miri,MYY,medium_airport
Sibu Airport,Sibu,SBW,medium_airport
Tanjung Manis Airport,Belawai,TGC,small_airport
Long Sukang Airport,Long Sukang,LSU,small_airport
Lawas Airport,Lawas,LWY,small_airport
Bario Airport,Bario,BBN,medium_airport
Semporna Airport,Semporna,SMM,small_airport
Lahad Datu Airport,Lahad Datu,LDU,medium_airport
Telupid Airport,Telupid,TEL,small_airport
Keningau Airport,Keningau,KGU,small_airport
Sahabat [Sahabat 16] Airport,Sahabat,SXS,small_airport
Kota Kinabalu International Airport,Kota Kinabalu,BKI,medium_airport
Labuan Airport,Labuan,LBU,medium_airport
Tomanggong Airport,Tomanggong,TMG,small_airport
Long Pasia Airport,Long Miau,GSA,small_airport
Sepulot Airport,Sepulot,SPE,small_airport
Pamol Airport,Pamol,PAY,small_airport
Ranau Airport,Ranau,RNU,small_airport
Sandakan Airport,Sandakan,SDK,medium_airport
Kudat Airport,Kudat,KUD,small_airport
Tawau Airport,Tawau,TWU,medium_airport
Mulu Airport,Mulu,MZV,medium_airport
Brunei International Airport,Bandar Seri Begawan,BWN,large_airport
"Al Ain Airport Ain District, Shabwah Governorate, Yemen",Ain District,WDA,small_airport
Parker County Airport,Weatherford,WEA,small_airport
Wedau Airport,Wedau,WED,small_airport
Welshpool Airport,Welshpool,WHL,small_airport
Nusawiru Airport,Cijulang,CJN,small_airport
Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,Pekanbaru,PKU,medium_airport
Pinang Kampai Airport,Dumai,DUM,medium_airport
Japura Airport,Rengat-Sumatra Island,RGT,medium_airport
Sungai Pakning Bengkalis Airport,Bengkalis-Sumatra Island,SEQ,small_airport
Raja Haji Abdullah Airport,Tanjung Balai-Karinmunbesar Island,TJB,small_airport
Kertajati International Airport,Kertajati,KJT,medium_airport
Budiarto Airport,Tangerang-Java Island,RTO,small_airport
Husein Sastranegara International Airport,Bandung,BDO,medium_airport
Penggung Airport,Cirebon-Java Island,CBN,small_airport
Cibeureum Airport,Tasikmalaya-Java Island,TSY,small_airport
Tambelan Airport,Tambelan,TBX,small_airport
Hang Nadim International Airport,Batam,BTH,medium_airport
Tuanku Tambusai Airport,Pasir Pengarayan,PPR,small_airport
Letung Airport,Bukit Padi,LMU,small_airport
Matak Airport,Palmatak,MWK,small_airport
Raja Haji Fisabilillah International Airport,Tanjung Pinang-Bintan Island,TNJ,small_airport
Dabo Airport,Pasirkuning-Singkep Island,SIQ,small_airport
Muko Muko Airport,Muko Muko,MPC,small_airport
Halim Perdanakusuma International Airport,Jakarta,HLP,medium_airport
Pondok Cabe Air Base,Jakarta,PCB,small_airport
Soekarno-Hatta International Airport,Jakarta,CGK,large_airport
Radin Inten II International Airport,Bandar Lampung,TKG,medium_airport
Muhammad Taufiq Kiemas Airport,Krui,TFY,small_airport
Binaka Airport,Gunungsitoli,GNS,medium_airport
Aek Godang Airport,Padang Sidempuan,AEG,medium_airport
Jenderal Besar Abdul Haris Nasution Airport,,JHN,small_airport
Soewondo Air Force Base,Medan,MES,medium_airport
Kualanamu International Airport,Medan,KNO,large_airport
Silangit Airport,Siborong-Borong,DTB,small_airport
Sibisa Airport,Parapat-Sumatra Island,SIW,small_airport
Dr. Ferdinand Lumban Tobing Airport,Sibolga (Pinangsori),FLZ,medium_airport
Alas Leuser Airport,Kutacane,LSR,medium_airport
H A S Hanandjoeddin International Airport,Tanjung Pandan,TJQ,small_airport
Nanga Pinoh Airport,Nanga Pinoh-Borneo Island,NPO,medium_airport
Rahadi Osman Airport,Ketapang,KTG,medium_airport
Ranai Airport,Ranai-Natuna Besar Island,NTX,medium_airport
Supadio Airport,Pontianak,PNK,medium_airport
Pangsuma Airport,Putussibau-Borneo Island,PSU,medium_airport
Sultan Thaha Airport,Jambi,DJB,small_airport
Silampari Airport,Lubuk Linggau,LLJ,small_airport
Muara Bungo Airport,Muara Bungo,BUU,small_airport
Depati Amir Airport,Pangkal Pinang,PGK,medium_airport
Fatmawati Soekarno Airport,Bengkulu,BKS,medium_airport
Sultan Mahmud Badaruddin II Airport,Palembang,PLM,medium_airport
Pendopo Airport,Talang Gudang-Sumatra Island,PDO,medium_airport
Minangkabau International Airport,Padang (Katapiang),PDG,medium_airport
Bentayan Airport,Bentayan-Sumatra Island,PXA,small_airport
Teuku Cut Ali Airport,Tapaktuan,TPK,small_airport
Maimun Saleh Airport,Sabang,SBG,small_airport
Cut Nyak Dhien Airport,Kuala Pesisir,MEQ,medium_airport
Lasikin Airport,Lubang,LKI,small_airport
Rembele Airport,Takengon,TXE,medium_airport
Lhok Sukon Airport,Lhok Sukon-Sumatra Island,LSX,medium_airport
Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,LSW,small_airport
Sultan Iskandar Muda International Airport,Banda Aceh,BTJ,medium_airport
Sungai Tiang Airport,Taman Negara,SXT,small_airport
Mersing Airport,Mersing,MEP,small_airport
Sitiawan Airport,Sitiawan,SWY,small_airport
Taiping (Tekah) Airport,Taiping,TPG,small_airport
Tioman Airport,Tioman Island,TOD,medium_airport
Sultan Abdul Halim Airport,Alor Satar,AOR,medium_airport
RMAF Butterworth Air Base,Butterworth,BWH,medium_airport
Sultan Ismail Petra Airport,Kota Baharu,KBR,medium_airport
Kuantan Airport,Kuantan,KUA,medium_airport
Kerteh Airport,Kerteh,KTE,medium_airport
Sultan Azlan Shah Airport,Ipoh,IPH,medium_airport
Senai International Airport,Johor Bahru,JHB,medium_airport
Kuala Lumpur International Airport,Sepang,KUL,large_airport
Langkawi International Airport,Langkawi,LGK,medium_airport
Malacca International Airport,Malacca,MKZ,medium_airport
Sultan Mahmud Airport,Kuala Terengganu,TGG,medium_airport
Penang International Airport,Penang,PEN,medium_airport
Pulau Pangkor Airport,Pangkor Island,PKG,small_airport
LTS Pulau Redang Airport,Redang,RDN,small_airport
Sultan Abdul Aziz Shah International Airport,Subang,SZB,medium_airport
Decatur Shores Airport,Decatur,DTR,small_airport
Wanuma Airport,Wanuma,WNU,small_airport
Mathilda Batlayeri Airport,Saumlaki-Yamdena Island,SXK,small_airport
Atauro Airport,Vila,AUT,small_airport
Suai Airport,Suai,UAI,medium_airport
Presidente Nicolau Lobato International Airport,Dili,DIL,medium_airport
Cakung Airport,Baucau,BCH,medium_airport
Maliana Airport,Maliana,MPT,small_airport
Rota Do Sândalo Oecusse Airport,Oecussi-Ambeno,OEC,medium_airport
Viqueque Airport,Viqueque,VIQ,small_airport
AA Bere Tallo (Haliwen) Airport,Atambua,ABU,small_airport
Larantuka Gewayentana Airport,Tiwatobi,LKA,small_airport
Sanggata/Sangkimah Airport,Sanggata/Sangkimah,SGQ,small_airport
Yuvai Semaring Airport,Long Bawan,LBW,small_airport
Bontang Airport,Bontang-Borneo Island,BXT,small_airport
Nunukan Airport,Nunukan-Nunukan Island,NNX,small_airport
Tanah Grogot Airport,Tanah Grogot,TNB,small_airport
Long Apung Airport,Long Apung-Borneo Island,LPU,small_airport
Wasua Airport,Wasua,WSA,small_airport
Paya Lebar Air Base,Paya Lebar,QPG,medium_airport
Tengah Air Base,Western Water Catchment,TGA,medium_airport
Steamboat Bay Seaplane Base,Steamboat Bay,WSB,seaplane_base
San Juan /Uganik/ Seaplane Base,San Juan,UGI,seaplane_base
Wiseman Airport,Wiseman,WSM,small_airport
Seletar Airport,Seletar,XSP,medium_airport
Singapore Changi Airport,Singapore,SIN,large_airport
Wantoat Airport,Wantoat,WTT,small_airport
Wuvulu Island Airport,Wuvulu Island,WUV,small_airport
Wuzhou Xijiang Airport,Tangbu,WUZ,medium_airport
Glendale Fokker Field,Glendale,GWV,small_airport
Urad Middle Banner Airport,Urad Middle Banner,WZQ,small_airport
Miami Seaplane Base,Miami,MPB,seaplane_base
Blubber Bay Seaplane Base,Blubber Bay,XBB,seaplane_base
Biniguni Airport,Biniguni,XBN,small_airport
Broadford Airstrip,Ashaig,SKL,small_airport
Xinguara Municipal Airport,Xinguara,XIG,small_airport
Maramag Airport,Maramag,XMA,small_airport
New Barag Right Banner Baogede Airport,New Barag Right Banner,XRQ,small_airport
Smolensk North Airport,Smolensk,LNX,medium_airport
Macau Heliport at Outer Harbour Ferry Terminal,Sé,XZM,heliport
Waukon Municipal Airport,Waukon,UKN,small_airport
Albany Airport,Albany,ALH,medium_airport
Abingdon Downs Airport,Abingdon Downs,ABG,small_airport
Alton Downs Airport,,AWN,small_airport
Augustus Downs Airport,,AUD,small_airport
Lyall Harbour Seaplane Base,Saturna Island,YAJ,seaplane_base
Marla Airport,Marla,MRP,small_airport
Alexandria Homestead Airport,,AXL,small_airport
Aramac Airport,,AXC,small_airport
Andamooka Airport,,ADO,small_airport
Ammaroo Airport,,AMX,small_airport
Amata Airport,,AMT,small_airport
West Angelas Airport,,WLP,small_airport
Anthony Lagoon Airport,,AYL,small_airport
Maple Bay Seaplane Base,Maple Bay,YAQ,seaplane_base
Ararat Airport,Ararat,ARY,medium_airport
Argyle Airport,,GYL,small_airport
Armidale Airport,Armidale,ARM,medium_airport
Arrabury Airport,Tanbar,AAB,small_airport
Aurukun Airport,Aurukun,AUU,small_airport
Austral Downs Airport,,AWP,small_airport
Auvergne Airport,,AVG,small_airport
Ayers Rock Connellan Airport,Yulara,AYQ,medium_airport
Ayr Airport,Ayr,AYR,small_airport
Mount Barnett Airport,Wunaamin Miliwundi Ranges,MBN,small_airport
Barcaldine Airport,Barcaldine,BCI,medium_airport
Alice Springs Airport,Alice Springs,ASP,medium_airport
Badu Island Airport,Badu Island,BDD,small_airport
Barkly Downs Airport,,BKP,small_airport
Brisbane International Airport,Brisbane,BNE,large_airport
Gold Coast Airport,Gold Coast,OOL,medium_airport
Blackall Airport,Blackall,BKQ,medium_airport
Cairns International Airport,Cairns,CNS,medium_airport
Charleville Airport,Charleville,CTL,medium_airport
Bedford Downs Airport,,BDW,small_airport
Bendigo Airport,,BXG,small_airport
Birdsville Airport,,BVI,medium_airport
Bellburn Airstrip,Pumululu National Park,BXF,small_airport
Betoota Airport,,BTX,small_airport
Beagle Bay Airport,Dampier Peninsula,BEE,small_airport
Boolgeeda,,OCM,small_airport
Balgo Hill Airport,Balgo,BQW,small_airport
Bull Harbour Water Aerodrome,Bull Harbour,YBH,seaplane_base
Broken Hill Airport,Broken Hill,BHQ,medium_airport
Hamilton Island Airport,Hamilton Island,HTI,medium_airport
Bedourie Airport,,BEU,medium_airport
Billiluna Airport,,BIW,small_airport
Bizant Airport,Lakefield National Park,BZP,small_airport
Baie-Johan-Beetz Water Aerodrome,Baie-Johan-Beetz,YBJ,seaplane_base
Bourke Airport,,BRK,medium_airport
Burketown Airport,,BUC,small_airport
Benalla Airport,,BLN,medium_airport
Balcanoona Airport,,LCN,small_airport
Biloela Airport,Biloela,ZBL,small_airport
Bollon Airport,,BLS,small_airport
Busselton Margaret River Regional Airport,Busselton,BQB,small_airport
Mount Isa Airport,Mount Isa,ISA,medium_airport
Bloomfield River Airport,,BFC,small_airport
Mackay Airport,Mackay,MKY,medium_airport
Ballina Byron Gateway Airport,Ballina,BNK,medium_airport
Bairnsdale Airport,Bairnsdale,BSJ,medium_airport
Boigu Island Airport,Boigu Island,GIC,small_airport
Oakey Army Aviation Centre,,OKY,medium_airport
Boulia Airport,,BQL,medium_airport
Yibin Wuliangye Airport,Yibin (Cuiping),YBP,medium_airport
Brampton Island Airport,,BMP,small_airport
"Melbourne Heliport, Batman Park",Melbourne,KAH,heliport
Proserpine Whitsunday Coast Airport,Proserpine,PPP,medium_airport
Telegraph Harbour Seaplane Base,Thetis Island,YBQ,seaplane_base
Rockhampton Airport,Rockhampton,ROK,medium_airport
Borroloola Airport,,BOX,small_airport
Broome International Airport,Broome,BME,medium_airport
Balranald Airport,,BZD,medium_airport
Brunette Downs Airport,,BTD,small_airport
Brewarrina Airport,,BWQ,medium_airport
Barimunya Airport,,BYP,small_airport
Sunshine Coast Airport,Maroochydore,MCY,medium_airport
Bathurst Airport,Bathurst,BHS,medium_airport
Bathurst Island Airport,Wurrumiyanga,BRT,medium_airport
Townsville Airport / RAAF Base Townsville,Townsville,TSV,medium_airport
Blackwater Airport,,BLT,medium_airport
Batavia Downs Airport,,BVW,small_airport
Bundaberg Airport,Bundaberg,BDB,medium_airport
Bunbury Airport,,BUY,small_airport
Bulimba Airport,,BIP,small_airport
Bowen Airport,Bowen,ZBO,small_airport
Weipa Airport,Weipa,WEI,medium_airport
Bolwarra Airport,,BCK,small_airport
Toowoomba Wellcamp Airport,Toowoomba,WTB,medium_airport
Barrow Island Airport,,BWB,small_airport
Beverley Springs Airport,Wunaamin Miliwundi Ranges,BVZ,small_airport
Cattle Creek Airport,,CTR,small_airport
Caiguna Airport,,CGV,small_airport
Coolah Airport,,CLH,small_airport
Carnarvon Airport,Carnarvon,CVQ,medium_airport
Casino Airport,,CSI,small_airport
Cobar Airport,,CAZ,medium_airport
Coonabarabran Airport,,COJ,medium_airport
Canobie Airport,Canobie,CBY,small_airport
Cape Barren Island Airport,,CBI,small_airport
Coober Pedy Airport,Coober Pedy,CPD,medium_airport
Collarenebri Airport,,CRB,small_airport
Chinchilla Airport,Chinchilla,CCL,medium_airport
Coconut Island Airport,,CNC,small_airport
Cloncurry Airport,Cloncurry,CNJ,medium_airport
Condobolin Airport,,CBX,small_airport
Caloundra Airport,Caloundra,CUD,small_airport
Ceduna Airport,,CED,medium_airport
Cleve Airport,,CVC,medium_airport
Cortes Bay Water Aerodrome,Cortes Bay,YCF,seaplane_base
Camfield Airport,,CFI,small_airport
Clifton Hills Airport,Clifton Hills,CFH,small_airport
Cape Flattery Airport,,CQP,small_airport
Coffs Harbour Airport,Coffs Harbour,CFS,medium_airport
Chillagoe Airport,Chillagoe,LLG,small_airport
Cherrabah Airport,Cherrabah Homestead Resort,CRH,small_airport
Christmas Creek Airport,Christmas Creek Mine,CKW,small_airport
Charters Towers Airport,,CXT,small_airport
RAAF Base Curtin,Derby,DCN,medium_airport
Croker Island Airport,,CKI,small_airport
Cooktown Airport,,CTN,medium_airport
Clermont Airport,,CMQ,medium_airport
Cunnamulla Airport,,CMA,medium_airport
Camooweal Airport,,CML,small_airport
Camp Nifty Airport,,NIF,small_airport
Cessnock Airport,,CES,small_airport
Coonamble Airport,,CNB,medium_airport
Cordillo Downs Airport,Cordillo Downs,ODL,small_airport
Coen Airport,Coen,CUQ,medium_airport
Collie Airport,Collie,CIE,small_airport
