name,municipality,iata_code,type
Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,DIR,medium_airport
Debre Tabor Airport,Debre Tabor,DBT,small_airport
Fincha Airport,Fincha,FNH,small_airport
Robe Airport,Goba,GOB,small_airport
Ghinnir Airport,Ghinnir,GNN,small_airport
Gambela Airport,Gambela,GMB,medium_airport
Gondar Airport,Azezo,GDQ,medium_airport
Gode Airport,Gode,GDE,medium_airport
Gore Airport,Gore,GOR,small_airport
Harar Meda Airport,Debre Zeyit,QHR,medium_airport
Humera Airport,Akwi,HUE,small_airport
Wilwal International Airport,Jijiga,JIJ,medium_airport
Jimma Airport,Jimma,JIM,medium_airport
Kebri Dahar Airport,Kebri Dahar,ABK,medium_airport
Kelafo East Airport,Kelafo,LFO,small_airport
Hawassa International Airport,Hawassa,AWA,medium_airport
Lalibella Airport,Lalibela,LLI,small_airport
Mekane Selam Airport,Mekane Selam,MKS,small_airport
Alula Aba Nega Airport,Mekelle,MQX,medium_airport
Metema Airport,Metema,ETE,small_airport
Mendi Airport,Mendi,NDM,small_airport
Mui River Airport,Omo National Park,MUJ,small_airport
Mizan Teferi Airport,Mizan Teferi,MTF,small_airport
Negele Airport,Negele Borana,EGL,small_airport
Nejjo Airport,Nejo,NEJ,small_airport
Nekemte Airport,Nekemte,NEK,small_airport
Beles Airport,Pawe,PWI,small_airport
Soddu Airport,Soddu,SXU,small_airport
Shakiso Airport,Shakiso,SKR,small_airport
Semera Airport,Semera,SZE,small_airport
Asosa Airport,Asosa,ASO,medium_airport
Tippi Airport,Tippi,TIE,small_airport
Warder Airport,Warder,WRA,small_airport
Hatzfeldhaven Airport,Hatzfeldhaven,HAZ,small_airport
Bujumbura Melchior Ndadaye International Airport,Bujumbura,BJM,medium_airport
Gitega Airport,Gitega,GID,small_airport
Kirundo Airport,Kirundo,KRE,small_airport
Haibei Qilian Airport,Haibei (Qilian),HBQ,small_airport
Hambantota Seaplane Base,Hambantota,HBT,seaplane_base
Caluula Airport,Caluula,ALU,small_airport
Baidoa Airport,Baidoa,BIB,small_airport
Qandala Airport,Qandala,CXN,small_airport
Baardheere Airport,Baardheere,BSY,small_airport
Eil Airport,Eyl,HCM,small_airport
Bosaso / Bender Qassim International Airport,Bosaso,BSA,small_airport
Gardo Airport,Gardo,GSR,small_airport
Egal International Airport,Hargeisa,HGA,medium_airport
Berbera Airport,Berbera,BBO,medium_airport
Lugh Ganane Airport,Luuq,LGX,small_airport
Kismayo Airport,Kismayo,KMU,medium_airport
Aden Adde International Airport,Mogadishu,MGQ,medium_airport
Beledweyne Airport,Beledweyne,BLW,small_airport
Hobyo Airport,Hobyo,CMO,small_airport
Galcaio Airport,Galcaio,GLK,small_airport
Iskushuban Airport,Iskushuban,CMS,small_airport
Erigavo Airport,Erigavo,ERA,small_airport
Burao Airport,Burao,BUO,small_airport
Garowe Airport,Garowe,GGR,small_airport
Djibouti-Ambouli Airport,Djibouti City,JIB,large_airport
Ali-Sabieh Airport,Ali-Sabieh,AII,small_airport
Moucha Airport,Moucha Island,MHI,small_airport
Obock Airport,Obock,OBC,small_airport
Tadjoura Airport,Tadjoura,TDJ,small_airport
El Minya Airport,El Minya,EMY,small_airport
Bardawil International Airport,El Hassana,RDL,medium_airport
Sidi EL Barrani Airport,Sidi El Barrani,SQK,small_airport
El Alamein International Airport,El Alamein,DBB,medium_airport
El Arish International Airport,El Arish,AAC,medium_airport
Asyut International Airport,Asyut,ATZ,medium_airport
Borj El Arab International Airport,Alexandria,HBE,medium_airport
Abu Simbel Airport,Abu Simbel,ABS,medium_airport
Cairo International Airport,Cairo,CAI,large_airport
Capital International Airport,New Cairo,CCE,medium_airport
Ad Dakhla Airport,Dakhla Oases,DAK,small_airport
Hurghada International Airport,Hurghada,HRG,large_airport
El Jora Airport,El Jora,EGH,medium_airport
El Kharja Airport,Kharja Oases,UVL,small_airport
Luxor International Airport,Luxor,LXR,medium_airport
Marsa Alam International Airport,Marsa Alam,RMF,medium_airport
Marsa Matruh International Airport,Marsa Matruh,MUH,medium_airport
Haelogo Airport,Haelogo,HEO,small_airport
El Owainat East International Airport,Sharq El Owainat,GSQ,small_airport
Port Said International Airport,Port Said,PSD,medium_airport
Saint Catherine International Airport,Saint Catherine,SKV,medium_airport
Suhaj Mubarak International Airport,Suhaj,HMB,large_airport
Sharm El Sheikh International Airport,Sharm El Sheikh,SSH,large_airport
Aswan International Airport,Aswan,ASW,medium_airport
Siwa Oasis North Airport,Siwa Oasis,SEW,small_airport
Sphinx International Airport,Al Jiza,SPX,medium_airport
Taba International Airport,Taba,TCP,medium_airport
At Tur Airport,At Tur,ELT,small_airport
Hanchey Army (Fort Rucker) Heliport,Fort Rucker Ozark,HEY,heliport
Tusi (Hunter Liggett) Army Heliport,Jolon,HGT,heliport
Asmara International Airport,Asmara,ASM,medium_airport
Massawa International Airport,Massawa,MSW,medium_airport
Assab International Airport,Asab,ASA,medium_airport
Tessenei Airport,Tessenei,TES,small_airport
Princeville Airport,Hanalei,HPV,small_airport
Waikoloa Heliport,Waikoloa Village,WKL,heliport
Huai'an Lianshui International Airport,Huai'an,HIA,medium_airport
Shilavo Airport,Shilavo,HIL,small_airport
Juba International Airport,Juba,JUB,large_airport
Amboseli Airport,Amboseli National Park,ASV,medium_airport
Healy Lake Airport,Healy Lake,HKB,small_airport
Eldoret International Airport,Eldoret,EDL,medium_airport
Eliye Springs Airport,Eliye Springs,EYS,small_airport
Kalokol Airport,Kalokol,KLK,small_airport
Garissa Airport,Garissa,GAS,small_airport
Hola Airport,Hola,HOA,small_airport
Jomo Kenyatta International Airport,Nairobi,NBO,large_airport
Keekorok Airport,Keekorok,KEU,small_airport
Kakamega Airport,Kakamega,GGM,small_airport
Kisumu Airport,Kisumu,KIS,medium_airport
Kilaguni Airport,Kilaguni,ILU,small_airport
Kericho Airport,Kericho,KEY,small_airport
Kitale Airport,Kitale,KTL,medium_airport
Lokichoggio Airport,Lokichoggio,LKG,medium_airport
Lodwar Airport,Lodwar,LOK,medium_airport
Manda Airport,Lamu,LAU,medium_airport
Loyengalani Airport,Loyengalani,LOY,small_airport
Mandera Airport,Mandera,NDE,small_airport
Marsabit Airport,Marsabit,RBT,small_airport
Mulika Lodge Airport,Meru-Kinna,JJM,small_airport
Malindi Airport,Malindi,MYD,medium_airport
Moi International Airport,Mombasa,MBA,large_airport
Mara Serena Lodge Airstrip,Masai Mara,MRE,medium_airport
Moyale Airport,Moyale (Lower),OYL,small_airport
Nyeri Airport,Nyeri,NYE,small_airport
Nakuru Airport,Nakuru,NUU,small_airport
Nairobi Wilson Airport,Nairobi,WIL,medium_airport
Nanyuki Airport,Nanyuki,NYK,medium_airport
Samburu Airport,Samburu,UAS,small_airport
Ukunda Airstrip,Ukunda,UKA,small_airport
Wajir Airport,Wajir,WJR,medium_airport
Sirt International Airport / Ghardabiya Airbase,Sirt,SRX,medium_airport
Ghat Airport,Ghat,GHT,medium_airport
Kufra Airport,Kufra,AKF,medium_airport
Benina International Airport,Benina,BEN,medium_airport
Mitiga International Airport,Tripoli,MJI,large_airport
Al Abraq International Airport,Al Albraq,LAQ,medium_airport
Sabha Airport,Sabha,SEB,medium_airport
Marsa al Brega Airport,Marsa al Brega,LMQ,medium_airport
Nafurah 1 Airport,Nafurah 1,NFR,small_airport
Hon Airport,,HUQ,small_airport
Ghadames East Airport,Ghadames,LTD,medium_airport
Tobruk International Airport,Adam,TOB,small_airport
Alzintan Airport,Zintan,ZIS,small_airport
Zuwarah International Airport,Zuwarah,WAX,small_airport
Erandique Airport,Erandique,EDQ,small_airport
Nhon Co Airfield,Đăk R'Lấp,HOO,small_airport
Sary Su Airport,Zhayrem,HRC,small_airport
Gisenyi Airport,Gisenyi,GYI,medium_airport
Butare Airport,Butare,BTQ,small_airport
Kigali International Airport,Kigali,KGL,large_airport
Ruhengeri Airport,Ruhengeri,RHG,small_airport
Kamembe Airport,Kamembe,KME,medium_airport
Atbara Airport,Atbara,ATB,small_airport
Al Dabbah Airport,Al Dabbah,EDB,small_airport
Dongola Airport,Dongola,DOG,medium_airport
Damazin Airport,Ad Damazin,RSS,small_airport
El Fasher Airport,El Fasher,ELF,medium_airport
Galegu Airport,Dinder,DNX,small_airport
Geneina Airport,Geneina,EGN,small_airport
Heglig Airport,Heglig Oilfield,HEG,small_airport
Zhengzhou Shangjie Airport,Zhengzhou,HSJ,small_airport
Kassala Airport,Kassala,KSL,medium_airport
Khashm El Girba Airport,Khashm El Girba,GBU,small_airport
Kadugli Airport,Kadugli,KDX,small_airport
Rumbek Airport,Rumbek,RBX,small_airport
Merowe Airport,Merowe,MWE,medium_airport
En Nahud Airport,En Nahud,NUD,small_airport
Nyala Airport,Nyala,UYL,medium_airport
New Halfa Airport,New Halfa,NHF,small_airport
El-Obeid Airport,El-Obeid,EBD,medium_airport
Port Sudan New International Airport,Port Sudan,PZU,medium_airport
Khartoum International Airport,Khartoum,KRT,large_airport
Malakal Airport,Malakal,MAK,medium_airport
Wadi Halfa Airport,Wadi Halfa,WHF,small_airport
Wau Airport,Wau,WUU,medium_airport
Zalingei Airport,Zalingei,ZLX,small_airport
Arusha Airport,Arusha,ARK,medium_airport
Bukoba Airport,Bukoba,BKZ,small_airport
Julius Nyerere International Airport,Dar es Salaam,DAR,large_airport
Dodoma Airport,Dodoma,DOD,medium_airport
Chato/Geita Airport,Chato District,GTC,small_airport
Songwe Airport,Mbeya,MBI,medium_airport
Iringa Airport,Nduli,IRI,medium_airport
Kigoma Airport,Kigoma,TKQ,small_airport
Kilwa Airport,Kilwa Masoko,KIY,small_airport
Kilimanjaro International Airport,Arusha,JRO,medium_airport
Lindi Airport,Lindi,LDI,small_airport
Lake Manyara Airport,Lake Manyara National Park,LKY,medium_airport
Khatgal Airport,Hatgal,HTM,small_airport
Mafia Airport,Kilindoni,MFA,small_airport
Mwadui Airport,Mwadui,MWN,small_airport
Masasi Airport,Masasi,XMI,small_airport
Mpanda Airport,Mpanda,NPY,small_airport
Moshi Airport,Moshi,QSI,small_airport
Mtwara Airport,Mtwara,MYW,medium_airport
Musoma Airport,Musoma,MUZ,small_airport
Mwanza Airport,Mwanza,MWZ,medium_airport
Nachingwea Airport,Nachingwea,NCH,small_airport
Njombe Airport,Njombe,JOM,small_airport
Pemba Airport,Chake Chake,PMA,medium_airport
Seronera Airport,Seronera,SEU,small_airport
Songea Airport,Songea,SGX,small_airport
Sumbawanga Airport,Sumbawanga,SUT,small_airport
Shinyanga Airport,Shinyanga,SHY,small_airport
Tabora Airport,Tabora,TBO,small_airport
Tanga Airport,Tanga,TGT,medium_airport
Abeid Amani Karume International Airport,Zanzibar,ZNZ,large_airport
Arua Airport,Arua,RUA,medium_airport
Entebbe International Airport,Kampala,EBB,large_airport
Gulu Airport,Gulu,ULU,medium_airport
Jinja Airport,Jinja,JIN,small_airport
Kabalega Falls Airport,Pakuba,PAF,small_airport
Kajjansi Airfield,Kampala,KJJ,small_airport
Kasese Airport,Kasese,KSE,small_airport
Mbarara Airport,Mbarara,MBQ,small_airport
Masindi Airport,Masindi,KCU,small_airport
Soroti Airport,Soroti,SRT,medium_airport
Tororo Airport,Tororo,TRY,small_airport
Hawabango Airport,Hawabango,HWA,small_airport
Hawk Inlet Seaplane Base,Hawk Inlet,HWI,seaplane_base
Hollis Clark Bay Seaplane Base,Hollis,HYL,seaplane_base
Chengdu Huaizhou Airport,Chengdu (Jintang),HZU,medium_airport
Iboki Airport,Iboki,IBI,small_airport
Indigo Bay Lodge Airport,Bazaruto Island,IBL,medium_airport
Sicogon Airstrip,Carles,ICO,small_airport
Pulau Panjang Airport,Jakarta,PPJ,small_airport
Notohadinegoro Airport,Jember,JBB,small_airport
Banyuwangi International Airport,Banyuwangi,BWX,small_airport
Bawean - Harun Thohir Airport,Bawean,BXW,small_airport
Enggano Airport,Enggano,ENG,small_airport
Blangkejeren Airport,Kabupaten Gayo Lues,GYO,small_airport
Sangia Nibandera Airport,Kolaka,KXB,medium_airport
Dhoho International Airport,Kediri,DHX,large_airport
Namniwel Airport,Namniwel,NAM,medium_airport
Tebelian Airport,Sintang,SQG,medium_airport
Douw Aturure Airport,Nabire,NBX,small_airport
Singkawang Airport (under construction),,SKJ,small_airport
Bolaang Mongondow Airport,Lolak,LKM,small_airport
Amman Mineral Nusa Tenggara Airport (under construction),Pototano,PNW,small_airport
Apalapsili Airport,Apalapsili,AAS,small_airport
Anggi Airport,Anggi-Papua Island,AGD,small_airport
Gunung Batin Airport,Astraksetra,AKQ,small_airport
Ayawasi Airport,Ayawasi,AYW,small_airport
Batom Airport,Batom,BXM,small_airport
Dabra Airport,Dabra,DRH,small_airport
Elelim Airport,Elelim,ELR,small_airport
Ewer Asmat Airport,Agats,EWE,small_airport
Gag Island Airport,Gag Island,GAV,small_airport
Ilu Airport,Ilu,IUL,small_airport
Karubaga Airport,Karubaga,KBF,small_airport
Kambuaya Airport,Kambuaya-Papua Island,KBX,small_airport
Kamur Airport,Kamur,KCD,small_airport
Kotabangun Airport,Kotabangun-Borneo Island,KOD,small_airport
Departi Parbo Airport,Sungai Penuh,KRC,small_airport
Kelila Airport,Kelila,LLN,small_airport
Lembata Wonopito Airport,Nubatukan,LWE,small_airport
Lunyuk Airport,Lunyuk-Simbawa Island,LYK,small_airport
Masalembo Airport,Masalembo Island,MSI,small_airport
Banaina Airport,Banaina-Borneo Island,NAF,small_airport
Obano Airport,Obano,OBD,small_airport
Jenderal Besar Soedirman Airport,Purwokerto-Java Island,PWL,small_airport
Sugimanuru Airport,Raha,RAQ,small_airport
Mentawai Airport,Sipura Island,RKI,small_airport
Tumbang Samba Airport,Tumbang Samba-Borneo Island,TBM,small_airport
Tiom Airport,Tiom-Papua Island,TMY,small_airport
Senggo Airport,Senggo-Papua Island,ZEG,small_airport
Bilogai-Sugapa Airport,Sugapa,UGU,medium_airport
Indagen Airport,Indagen,IDN,small_airport
Iamalele Airport,"Iamalele, Fergusson Island",IMA,small_airport
Inhaminga Airport,Inhaminga,IMG,small_airport
Pakyong Airport,Pakyong,PYG,small_airport
Ayodhya Airport,Faizabad,AYJ,medium_airport
Jindal Vijaynagar Airport,Toranagallu,VDY,small_airport
Deoghar Airport,Deoghar,DGH,small_airport
Navi Mumbai International Airport (under construction),Navi Mumbai,NMI,small_airport
Manohar International Airport,Mopa,GOX,large_airport
Rashtrakavi Kuvempu Airport,Shimoga,RQY,medium_airport
Itanagar Donyi Polo Hollongi Airport,Hollongi,HGI,medium_airport
Utkela Airport,Bhawanipatna,UKE,small_airport
Jagdalpur Airport,Jagdalpur,JGB,small_airport
Neyveli Airport,Neyveli,NVY,small_airport
Rajouri Airport,Rajouri,RJI,small_airport
Tezu Airport,Tezu,TEI,small_airport
Jalgaon Airport,Jalgaon,JLG,small_airport
Chinde Airport,Chinde,INE,small_airport
Iokea Airport,Iokea,IOK,small_airport
Ioma Airport,Ioma,IOP,small_airport
Khaneh Airport,Khaneh,KHA,small_airport
Iranamadu Seaplane Base,Iranamadu,IRU,seaplane_base
New Ishigaki Airport,Ishigaki,ISG,medium_airport
Itokama Airport,Itokama,ITK,small_airport
Viveros Island Airport,Isla Viveros,IVI,small_airport
Daxing'anling Elunchun Airport,Jiagedaqi,JGD,medium_airport
Jinchang Jinchuan Airport,Jinchang,JIC,small_airport
Jos Orno Imsula Airport,Tiakur,JIO,small_airport
Qianjiang Wulingshan Airport,Qianjiang,JIQ,medium_airport
Comandante Ariston Pessoa Airport,Cruz,JJD,medium_airport
Quartz Creek Airport,Cooper Landing,JLA,small_airport
Jamba Airport,Jamba,JMB,small_airport
Jinzhou Bay Airport,Jinzhou (Linghai),JNZ,medium_airport
Josephstaal Airport,Josephstaal,JOP,small_airport
Pentagon Army Heliport,Washington DC,JPN,heliport
West 30th Street Heliport,New York,JRA,heliport
Downtown Manhattan Heliport,New York,JRB,heliport
Chizhou Jiuhuashan Airport,Chizhou,JUH,small_airport
Animas Air Park,Durango,AMK,small_airport
Broadus Airport,Broadus,BDX,small_airport
Eureka Airport,Eureka,EUE,small_airport
Jackpot Airport/Hayden Field,Jackpot,KPT,small_airport
Rolla Downtown Airport,Rolla,RLA,small_airport
Elizabeth Field,Fishers Island,FID,small_airport
Humboldt Municipal Airport,Humboldt,HUD,small_airport
Jefferson County International Airport,Port Townsend,TWD,small_airport
Kayenta Airport,Kayenta,MVM,small_airport
Columbia County Airport,Hudson,HCC,small_airport
Ardmore Downtown Executive Airport,Ardmore,AHD,small_airport
Grand Canyon West Airport,Peach Springs,GCW,small_airport
Lampson Field,Lakeport,CKE,small_airport
Montague-Yreka Rohrer Field,Montague,ROF,small_airport
Fremont County Airport,Penrose,CNE,small_airport
Rouses Point Seaplane Base,Rouses Point,RSX,seaplane_base
Cooperstown-Westville Airport,Cooperstown,COP,small_airport
Council Airport,Council,CIL,small_airport
Parlin Field,Newport,NWH,small_airport
Iraan Municipal Airport,Iraan,IRB,small_airport
Garrett County Airport,Accident,ODM,small_airport
Gansner Field,Quincy,GNF,small_airport
Chiloquin State Airport,Chiloquin,CHZ,small_airport
St. Mary's County Regional Airport,California,LTW,small_airport
"Union County, Troy Shelton Field",Union,USC,small_airport
Arapahoe Municipal Airport,Arapahoe,AHF,small_airport
Princeton Airport,Princeton/Rocky Hill,PCT,small_airport
Calverton Executive Airpark,Calverton,CTO,small_airport
Grand Lake Regional Airport,Afton,NRI,small_airport
Grants Pass Airport,Grants Pass,GTP,small_airport
Jerry Tyler Memorial Airport,Niles,NLE,small_airport
Grand Coulee Dam Airport,Electric City,GCD,small_airport
Valle Airport,Grand Canyon,VLE,small_airport
Perry-Foley Airport,Perry,FPY,small_airport
Manti-Ephraim Airport,Manti,NTJ,small_airport
Salina Gunnison Airport,Salina,SBO,small_airport
Central Jersey Regional Airport,Manville,JVI,small_airport
Eunice Airport,Eunice,UCE,small_airport
Gold Beach Municipal Airport,Gold Beach,GOL,small_airport
Kentland Municipal Airport,Kentland,KKT,small_airport
Prentice Airport,Prentice,PRW,small_airport
Maverick County Memorial International Airport,Eagle Pass,EGP,small_airport
Boulder City Municipal Airport,Boulder City,BLD,medium_airport
Mesquite International Airport,Mesquite,MFH,medium_airport
Iosco County Airport,East Tawas,ECA,small_airport
Florence Municipal Airport,Florence,FMU,small_airport
Anacortes Airport,Anacortes,OTS,small_airport
Roosevelt Municipal Airport,Roosevelt,ROL,small_airport
Canton Municipal Airport,Canton,CTK,small_airport
North Fork Valley Airport,Paonia,WPO,small_airport
Antlers Municipal Airport,Antlers,ATE,small_airport
Austin Airport,Austin,ASQ,small_airport
Apalachicola Regional Airport,Apalachicola,AAF,small_airport
Lehigh Valley International Airport,Allentown,ABE,medium_airport
Abilene Regional Airport,Abilene,ABI,medium_airport
Albuquerque International Sunport,Albuquerque,ABQ,large_airport
Aberdeen Regional Airport,Aberdeen,ABR,medium_airport
Southwest Georgia Regional Airport,Albany,ABY,medium_airport
Antrim County Airport,Bellaire,ACB,small_airport
Nantucket Memorial Airport,Nantucket,ACK,medium_airport
Waco Regional Airport,Waco,ACT,medium_airport
California Redwood Coast-Humboldt County Airport,Arcata/Eureka,ACV,medium_airport
Atlantic City International Airport,Atlantic City,ACY,medium_airport
Lenawee County Airport,Adrian,ADG,small_airport
Ada Regional Airport,Ada,ADT,medium_airport
Ardmore Municipal Airport,Ardmore,ADM,small_airport
Addison Airport,Dallas,ADS,small_airport
Joint Base Andrews,Camp Springs,ADW,large_airport
Kake Seaplane Base,Kake,KAE,seaplane_base
Albert Lea Municipal Airport,Albert Lea,AEL,small_airport
Alexandria International Airport,Alexandria,AEX,medium_airport
Karato Airport,Karato,KAF,small_airport
USAF Academy Airfield,Colorado Springs,AFF,small_airport
Washington County Airport,Washington,WSG,small_airport
Jaffrey Airfield Silver Ranch Airport,Jaffrey,AFN,small_airport
Afton Municipal Airport,Afton,AFO,small_airport
Perot Field/Fort Worth Alliance Airport,Fort Worth,AFW,medium_airport
Allegheny County Airport,Pittsburgh,AGC,medium_airport
Magnolia Municipal Airport / Ralph C Weiser Field,Magnolia,AGO,small_airport
Augusta Regional At Bush Field,Augusta,AGS,medium_airport
Amedee Army Air Field,Herlong,AHC,small_airport
Amery Municipal Airport,Amery,AHH,small_airport
Athens Ben Epps Airport,Athens,AHN,medium_airport
Alliance Municipal Airport,Alliance,AIA,medium_airport
Anderson Municipal Darlington Field,Anderson,AID,small_airport
Aiken Regional Airport,Aiken,AIK,small_airport
Atlantic Municipal Airport,Atlantic,AIO,small_airport
